CODUSU;NRO_HOGAR;COMPONENTE;ANO4;TRIMESTRE;AGLOMERADO;POND_TIC;RESPONDENTE;IP_III_04;IP_III_05;IP_III_06
"TQRMNOQPQHMNKOCDEIIAD00598650";1;1;2018;4;32;2660;1;1;2;1
"TQRMNOQPRHMLKMCDEIIAD00604348";2;2;2018;4;32;448;2;2;2;1
"TQRMNOQPRHMNKOCDEIIAD00598761";1;1;2018;4;32;2660;1;1;1;1
"TQRMNOQPSHLLKPCDEIIAD00604409";1;1;2018;4;32;1637;1;2;2;1
"TQRMNOQPSHMNKOCDEIIAD00598559";1;1;2018;4;32;2660;1;1;2;1
"TQRMNOQPSHMNKOCDEIIAD00598559";51;1;2018;4;32;2660;1;1;1;1
"TQRMNOQPTHKOMRCDEIIAD00621048";1;1;2018;4;32;1188;2;1;2;1
"TQRMNOQPTHKOMRCDEIIAD00621048";1;2;2018;4;32;1188;2;1;2;1
"TQRMNOQPTHLLKPCDEIIAD00604389";1;1;2018;4;32;1637;1;2;2;1
"TQRMNOQPTHLLKPCDEIIAD00604389";1;2;2018;4;32;1637;1;2;2;1
"TQRMNOQPTHMKLMCDEIIAD00604307";1;1;2018;4;32;970;1;2;2;1
"TQRMNOQPTHMKLMCDEIIAD00604307";1;2;2018;4;32;970;1;2;2;1
"TQRMNOQPTHMKLMCDEIIAD00604307";1;4;2018;4;32;970;1;1;1;1
"TQRMNOQPTHMKLMCDEIIAD00604307";1;5;2018;4;32;970;1;2;2;1
"TQRMNOQPTHMLKMCDEIIAD00626558";1;1;2018;4;32;448;1;2;2;1
"TQRMNOQPTHMLMQCDEIIAD00598759";1;1;2018;4;32;102;1;1;2;1
"TQRMNOQPTHMLMQCDEIIAD00598759";1;2;2018;4;32;102;1;1;2;1
"TQRMNOQPTHMNKOCDEIIAD00598699";1;1;2018;4;32;2660;1;1;1;1
"TQRMNOQPTHMNKOCDEIIAD00598699";1;2;2018;4;32;2660;1;1;1;1
"TQRMNOQPUHKOMRCDEIIAD00621180";1;1;2018;4;32;1188;1;2;2;1
"TQRMNOQPUHMKLMCDEIIAD00604331";1;1;2018;4;32;970;1;2;2;2
"TQRMNOQPUHMKLMCDEIIAD00604331";1;2;2018;4;32;970;1;2;2;1
"TQRMNOQPUHMLMQCDEIIAD00598639";1;1;2018;4;32;102;1;1;1;1
"TQRMNOQPVHJLKTCDEIIAD00626701";1;1;2018;4;32;1350;2;1;2;1
"TQRMNOQPVHJLKTCDEIIAD00626701";1;2;2018;4;32;1350;2;1;2;1
"TQRMNOQPVHJLKTCDEIIAD00626701";1;3;2018;4;32;1350;2;1;2;1
"TQRMNOQPVHJLKTCDEIIAD00626701";1;4;2018;4;32;1350;2;1;2;1
"TQRMNOQPVHJLKTCDEIIAD00626701";1;5;2018;4;32;1350;2;1;2;1
"TQRMNOQPVHLLKPCDEIIAD00604390";1;1;2018;4;32;1637;1;1;1;1
"TQRMNOQPVHMLMQCDEIIAD00598629";1;1;2018;4;32;102;1;2;2;1
"TQRMNOQPWHMLMQCDEIIAD00604510";1;1;2018;4;32;102;1;1;1;2
"TQRMNOQPWHMLMQCDEIIAD00604510";1;2;2018;4;32;102;1;1;1;1
"TQRMNOQPWHMLMQCDEIIAD00604510";1;3;2018;4;32;102;1;2;2;2
"TQRMNOQPXHJLKTCDEIIAD00626687";1;1;2018;4;32;1350;1;1;1;1
"TQRMNOQPXHJLKTCDEIIAD00626687";1;2;2018;4;32;1350;1;1;1;1
"TQRMNOQPXHJMLPCDEIIAD00626732";1;1;2018;4;32;2065;1;1;1;1
"TQRMNOQPXHLOLSCDEIIAD00604455";1;1;2018;4;32;1127;1;1;1;1
"TQRMNOQPXHMMOLCDEIIAD00604286";1;1;2018;4;32;1008;2;1;1;1
"TQRMNOQPXHMMOLCDEIIAD00604286";1;2;2018;4;32;1008;2;1;1;1
"TQRMNOQPYHJLKTCDEIIAD00626744";1;1;2018;4;32;1350;1;1;2;1
"TQRMNOQPYHJLKTCDEIIAD00626744";1;2;2018;4;32;1350;1;1;2;1
"TQRMNOQPYHJLKTCDEIIAD00626744";1;3;2018;4;32;1350;1;1;2;1
"TQRMNOQPYHJLKTCDEIIAD00626744";1;4;2018;4;32;1350;1;1;2;1
"TQRMNOQPYHJLKTCDEIIAD00626744";1;5;2018;4;32;1350;1;1;2;2
"TQRMNOQPYHJMLPCDEIIAD00626620";1;1;2018;4;32;2065;1;1;1;1
"TQRMNOQPYHJMLPCDEIIAD00626620";1;2;2018;4;32;2065;1;1;1;1
"TQRMNOQQPHJMLPCDEIIAD00626621";1;1;2018;4;32;2065;1;2;2;2
"TQRMNOQQPHKMNLCDEIIAD00621231";1;1;2018;4;32;772;1;1;2;1
"TQRMNOQQPHLLNQCDEIIAD00604521";1;1;2018;4;32;1494;1;1;1;1
"TQRMNOQQPHLLNQCDEIIAD00604521";1;2;2018;4;32;1494;1;1;1;1
"TQRMNOQQPHLLNQCDEIIAD00604521";1;3;2018;4;32;1494;1;1;1;1
"TQRMNOQQPHLLNQCDEIIAD00604521";1;4;2018;4;32;1494;1;1;1;1
"TQRMNOQQQHKKLLCDEIIAD00621191";1;1;2018;4;32;892;2;1;2;1
"TQRMNOQQQHKKLLCDEIIAD00621191";1;2;2018;4;32;892;2;1;2;1
"TQRMNOQQQHKLNNCDEIIAD00621187";1;1;2018;4;32;1678;1;1;1;1
"TQRMNOQQQHLKKQCDEIIAD00609967";1;1;2018;4;32;905;1;1;1;1
"TQRMNOQQRHKKLLCDEIIAD00621115";1;1;2018;4;32;892;2;2;2;2
"TQRMNOQQRHKKLLCDEIIAD00621115";1;2;2018;4;32;892;2;2;2;2
"TQRMNOQQRHLLNQCDEIIAD00604490";1;1;2018;4;32;1494;1;1;1;1
"TQRMNOQQRHLLNQCDEIIAD00604490";1;2;2018;4;32;1494;1;2;2;1
"TQRMNOQQRHLLNQCDEIIAD00604490";1;3;2018;4;32;1494;1;1;1;1
"TQRMNOQQRHMNKQCDEIIAD00598651";1;1;2018;4;32;2908;1;1;2;1
"TQRMNOQQRHMNKQCDEIIAD00598651";1;2;2018;4;32;2908;1;1;2;1
"TQRMNOQQSHKKLLCDEIIAD00621236";1;1;2018;4;32;892;1;1;2;1
"TQRMNOQQSHKKLLCDEIIAD00621236";1;2;2018;4;32;892;1;1;2;2
"TQRMNOQQSHLLNQCDEIIAD00610086";1;1;2018;4;32;1494;2;2;2;2
"TQRMNOQQSHLLNQCDEIIAD00610086";1;2;2018;4;32;1494;2;2;2;2
"TQRMNOQQTHJOMOCDEIIAD00626561";1;1;2018;4;32;1388;1;1;2;1
"TQRMNOQQTHJOMOCDEIIAD00626561";1;2;2018;4;32;1388;1;1;2;1
"TQRMNOQQTHLKKQCDEIIAD00604425";1;1;2018;4;32;905;1;2;2;1
"TQRMNOQQTHMNKQCDEIIAD00598652";1;1;2018;4;32;2908;1;1;1;1
"TQRMNOQQUHJOMOCDEIIAD00626532";1;1;2018;4;32;1388;1;2;2;2
"TQRMNOQQUHKMLRCDEIIAD00621000";1;1;2018;4;32;2026;1;1;1;1
"TQRMNOQQUHKMLRCDEIIAD00621000";1;2;2018;4;32;2026;1;2;2;2
"TQRMNOQQUHKMLRCDEIIAD00621000";1;3;2018;4;32;2026;1;1;1;1
"TQRMNOQQUHKMLRCDEIIAD00621000";1;4;2018;4;32;2026;1;1;1;1
"TQRMNOQQUHKMLRCDEIIAD00621000";1;5;2018;4;32;2026;1;1;1;1
"TQRMNOQQUHLKKQCDEIIAD00604377";1;1;2018;4;32;905;1;1;2;1
"TQRMNOQQUHLKKQCDEIIAD00604377";1;2;2018;4;32;905;1;1;2;1
"TQRMNOQQUHLMMMCDEIIAD00604387";1;1;2018;4;32;2190;2;2;2;1
"TQRMNOQQUHLMMMCDEIIAD00604387";1;2;2018;4;32;2190;2;2;2;1
"TQRMNOQQUHLMMMCDEIIAD00604387";1;3;2018;4;32;2190;2;2;2;2
"TQRMNOQQUHLMMMCDEIIAD00604387";1;4;2018;4;32;2190;2;2;2;2
"TQRMNOQQVHJMLPCDEIIAD00626517";1;1;2018;4;32;2065;1;1;1;1
"TQRMNOQQVHJMLPCDEIIAD00626517";1;2;2018;4;32;2065;1;1;1;1
"TQRMNOQQVHMLKRCDEIIAD00598701";1;1;2018;4;32;1340;1;2;2;1
"TQRMNOQQVHMLKRCDEIIAD00598701";1;2;2018;4;32;1340;1;1;1;1
"TQRMNOQQWHLKKUCDEIIAD00604483";1;1;2018;4;32;547;1;1;2;1
"TQRMNOQQWHLKKUCDEIIAD00604483";1;2;2018;4;32;547;1;1;2;1
"TQRMNOQQWHLKKUCDEIIAD00604483";1;3;2018;4;32;547;1;1;2;1
"TQRMNOQQWHLKKUCDEIIAD00604483";1;4;2018;4;32;547;1;1;2;1
"TQRMNOQQWHLKKUCDEIIAD00604483";1;5;2018;4;32;547;1;1;2;1
"TQRMNOQQWHLKKUCDEIIAD00604483";2;1;2018;4;32;547;1;2;2;1
"TQRMNOQQWHLMMMCDEIIAD00604408";1;1;2018;4;32;2190;1;1;1;1
"TQRMNOQQWHMLKRCDEIIAD00598560";1;1;2018;4;32;1340;1;1;1;1
"TQRMNOQQXHMLKRCDEIIAD00598611";1;1;2018;4;32;1340;1;2;2;1
"TQRMNOQQXHMMOPCDEIIAD00598640";1;1;2018;4;32;1589;1;1;1;1
"TQRMNOQQXHMMOPCDEIIAD00598640";1;2;2018;4;32;1589;1;1;1;1
"TQRMNOQQYHKLNNCDEIIAD00626596";1;1;2018;4;32;1678;1;1;2;1
"TQRMNOQQYHKLNNCDEIIAD00626596";1;2;2018;4;32;1678;1;1;2;1
"TQRMNOQQYHKLNNCDEIIAD00626596";1;3;2018;4;32;1678;1;1;2;2
"TQRMNOQQYHKNOMCDEIIAD00626769";1;1;2018;4;32;2295;1;1;2;1
"TQRMNOQQYHMLKRCDEIIAD00598804";1;1;2018;4;32;1340;1;1;2;1
"TQRMNOQQYHMLKRCDEIIAD00598804";1;2;2018;4;32;1340;1;1;2;1
"TQRMNOQRPHKKNQCDEIIAD00621241";1;1;2018;4;32;889;1;1;2;1
"TQRMNOQRPHKKNQCDEIIAD00621241";1;2;2018;4;32;889;1;1;2;1
"TQRMNOQRPHMMOPCDEIIAD00598827";1;1;2018;4;32;1589;1;1;1;1
"TQRMNOQRPHMMOPCDEIIAD00598827";1;2;2018;4;32;1589;1;1;2;1
"TQRMNOQRPHMMOPCDEIIAD00598827";1;3;2018;4;32;1589;1;1;1;1
"TQRMNOQRQHJKNLCDEIIAD00626603";1;1;2018;4;32;942;1;1;1;1
"TQRMNOQRQHKKNQCDEIIAD00621029";1;1;2018;4;32;889;2;1;1;1
"TQRMNOQRQHKKNQCDEIIAD00621029";1;2;2018;4;32;889;2;1;1;1
"TQRMNOQRQHKKNQCDEIIAD00621029";1;3;2018;4;32;889;2;2;2;1
"TQRMNOQRQHKKNQCDEIIAD00621029";1;4;2018;4;32;889;2;1;1;1
"TQRMNOQRQHKKNQCDEIIAD00621029";1;5;2018;4;32;889;2;1;1;2
"TQRMNOQRQHKKNQCDEIIAD00621029";1;6;2018;4;32;889;2;1;1;2
"TQRMNOQRQHKOMRCDEIIAD00620970";1;1;2018;4;32;1188;3;1;2;1
"TQRMNOQRQHKOMRCDEIIAD00620970";1;2;2018;4;32;1188;3;1;2;1
"TQRMNOQRQHKOMRCDEIIAD00620970";1;3;2018;4;32;1188;3;1;2;1
"TQRMNOQRQHMLKSCDEIIAD00598871";1;1;2018;4;32;1443;2;1;1;1
"TQRMNOQRQHMLKSCDEIIAD00598871";1;2;2018;4;32;1443;2;1;1;1
"TQRMNOQRRHJKKQCDEIIAD00626512";1;1;2018;4;32;1015;1;1;1;1
"TQRMNOQRRHJKKQCDEIIAD00626512";1;2;2018;4;32;1015;1;1;1;1
"TQRMNOQRRHJKKQCDEIIAD00626512";1;3;2018;4;32;1015;1;1;1;1
"TQRMNOQRRHJKKQCDEIIAD00626512";1;4;2018;4;32;1015;1;1;1;1
"TQRMNOQRRHJKNLCDEIIAD00626640";1;1;2018;4;32;942;2;1;1;1
"TQRMNOQRRHJKNLCDEIIAD00626640";1;2;2018;4;32;942;2;1;1;1
"TQRMNOQRRHJKNLCDEIIAD00626640";1;3;2018;4;32;942;2;1;1;2
"TQRMNOQRRHKKNQCDEIIAD00621065";1;1;2018;4;32;889;1;1;1;2
"TQRMNOQRRHKKNQCDEIIAD00621065";1;2;2018;4;32;889;2;1;2;1
"TQRMNOQRRHKKNQCDEIIAD00621065";1;3;2018;4;32;889;2;1;1;1
"TQRMNOQRRHKKNQCDEIIAD00621065";1;4;2018;4;32;889;2;1;1;1
"TQRMNOQRRHKOMRCDEIIAD00621140";1;1;2018;4;32;1188;5;1;2;1
"TQRMNOQRRHKOMRCDEIIAD00621140";1;2;2018;4;32;1188;5;1;2;1
"TQRMNOQRRHKOMRCDEIIAD00621140";1;3;2018;4;32;1188;5;1;1;1
"TQRMNOQRRHKOMRCDEIIAD00621140";1;5;2018;4;32;1188;5;1;1;1
"TQRMNOQRSHKKNQCDEIIAD00621150";1;1;2018;4;32;889;1;1;1;1
"TQRMNOQRSHKKNQCDEIIAD00621150";1;2;2018;4;32;889;1;1;1;1
"TQRMNOQRSHKOMRCDEIIAD00621010";1;1;2018;4;32;1188;2;1;2;1
"TQRMNOQRSHKOMRCDEIIAD00621010";1;2;2018;4;32;1188;2;1;2;1
"TQRMNOQRSHLKOPCDEIIAD00604241";1;1;2018;4;32;570;2;2;2;1
"TQRMNOQRSHLKOPCDEIIAD00604241";1;2;2018;4;32;570;2;2;2;1
"TQRMNOQRSHMLKSCDEIIAD00621159";1;1;2018;4;32;1443;1;1;1;1
"TQRMNOQRTHJKKQCDEIIAD00626582";1;1;2018;4;32;1015;1;1;1;1
"TQRMNOQRTHJKKQCDEIIAD00626582";1;2;2018;4;32;1015;1;1;1;1
"TQRMNOQRTHJKKQCDEIIAD00626582";1;3;2018;4;32;1015;1;2;2;2
"TQRMNOQRTHKOOPCDEIIAD00626648";1;1;2018;4;32;1035;1;1;1;1
"TQRMNOQRTHKOOPCDEIIAD00626648";1;2;2018;4;32;1035;1;1;1;1
"TQRMNOQRTHLKOPCDEIIAD00609861";1;1;2018;4;32;570;1;1;1;1
"TQRMNOQRTHLKOPCDEIIAD00609861";1;2;2018;4;32;570;1;1;1;1
"TQRMNOQRTHLKOPCDEIIAD00609861";1;3;2018;4;32;570;1;1;1;1
"TQRMNOQRTHLKOPCDEIIAD00609861";1;4;2018;4;32;570;1;1;1;2
"TQRMNOQRUHLKOPCDEIIAD00604255";1;1;2018;4;32;570;3;1;1;1
"TQRMNOQRUHLKOPCDEIIAD00604255";1;2;2018;4;32;570;3;2;2;2
"TQRMNOQRUHLKOPCDEIIAD00604255";1;3;2018;4;32;570;3;1;1;1
"TQRMNOQRUHMLKSCDEIIAD00598681";1;1;2018;4;32;1443;1;1;1;1
"TQRMNOQRUHMLKSCDEIIAD00598681";1;2;2018;4;32;1443;1;1;1;1
"TQRMNOQRUHMLKSCDEIIAD00598681";1;3;2018;4;32;1443;1;1;1;1
"TQRMNOQRUHMLKSCDEIIAD00598681";1;4;2018;4;32;1443;1;1;1;1
"TQRMNOQRUHMLKSCDEIIAD00598681";1;5;2018;4;32;1443;1;1;1;1
"TQRMNOQRUHMONMCDEIIAD00604475";1;1;2018;4;32;904;1;2;2;2
"TQRMNOQRVHKNNPCDEIIAD00621064";1;1;2018;4;32;775;1;1;2;1
"TQRMNOQRVHKNNPCDEIIAD00621064";1;2;2018;4;32;775;1;1;2;1
"TQRMNOQRVHKNNPCDEIIAD00621064";1;3;2018;4;32;775;1;1;1;1
"TQRMNOQRVHMKNLCDEIIAD00598654";1;1;2018;4;32;867;1;2;2;1
"TQRMNOQRVHMKNLCDEIIAD00598654";1;2;2018;4;32;867;1;1;1;1
"TQRMNOQRWHJKMQCDEIIAD00626629";1;1;2018;4;32;1244;1;1;1;1
"TQRMNOQRWHJKMQCDEIIAD00626629";1;2;2018;4;32;1244;1;1;2;1
"TQRMNOQRWHJKMQCDEIIAD00626629";1;3;2018;4;32;1244;1;1;2;1
"TQRMNOQRWHKLNNCDEIIAD00620972";1;1;2018;4;32;1678;1;1;2;1
"TQRMNOQRWHKLNNCDEIIAD00620972";1;2;2018;4;32;1678;1;2;2;1
"TQRMNOQRWHKOOPCDEIIAD00621238";1;1;2018;4;32;1035;1;1;1;1
"TQRMNOQRWHKOOPCDEIIAD00621238";1;2;2018;4;32;1035;1;1;1;1
"TQRMNOQRWHKOOPCDEIIAD00621238";1;3;2018;4;32;1035;1;1;1;1
"TQRMNOQRWHMKNLCDEIIAD00598578";1;1;2018;4;32;867;1;1;1;1
"TQRMNOQRWHMKNLCDEIIAD00598578";1;2;2018;4;32;867;1;1;1;1
"TQRMNOQRXHJKMQCDEIIAD00626729";1;1;2018;4;32;1244;1;1;2;1
"TQRMNOQRXHJKMQCDEIIAD00626729";1;2;2018;4;32;1244;1;1;2;1
"TQRMNOQRXHKKMTCDEIIAD00621114";1;1;2018;4;32;1131;1;2;2;1
"TQRMNOQRXHKKMTCDEIIAD00621114";1;2;2018;4;32;1131;1;1;2;1
"TQRMNOQRXHKKMTCDEIIAD00621114";1;3;2018;4;32;1131;1;1;2;1
"TQRMNOQRXHKNNPCDEIIAD00621051";1;1;2018;4;32;775;1;1;1;1
"TQRMNOQRXHKNNPCDEIIAD00621051";1;2;2018;4;32;775;1;1;2;1
"TQRMNOQRXHKNNPCDEIIAD00621051";1;3;2018;4;32;775;1;1;1;1
"TQRMNOQRXHKNNPCDEIIAD00621051";1;4;2018;4;32;775;1;1;1;1
"TQRMNOQRXHKOOPCDEIIAD00621014";1;1;2018;4;32;1035;1;1;1;1
"TQRMNOQRXHMKNLCDEIIAD00598648";1;1;2018;4;32;867;1;2;2;1
"TQRMNOQRXHMKNLCDEIIAD00598648";1;2;2018;4;32;867;1;2;2;1
"TQRMNOQRXHMKNLCDEIIAD00598648";1;3;2018;4;32;867;1;1;1;1
"TQRMNOQRXHMKNLCDEIIAD00598648";1;4;2018;4;32;867;1;1;1;1
"TQRMNOQRXHMKNLCDEIIAD00598648";1;5;2018;4;32;867;1;1;1;1
"TQRMNOQRXHMKNLCDEIIAD00598648";1;6;2018;4;32;867;1;1;1;1
"TQRMNOQRXHMKNLCDEIIAD00598648";1;7;2018;4;32;867;1;1;1;2
"TQRMNOQRYHKKKTCDEIIAD00626615";1;1;2018;4;32;841;1;1;2;1
"TQRMNOQRYHKKKTCDEIIAD00626615";1;2;2018;4;32;841;1;1;2;1
"TQRMNOQRYHKNNPCDEIIAD00621171";1;1;2018;4;32;775;1;1;2;1
"TQRMNOQRYHLKLOCDEIIAD00604415";2;1;2018;4;32;1054;1;1;2;1
"TQRMNOQRYHLKLOCDEIIAD00604415";2;2;2018;4;32;1054;1;1;1;1
"TQRMNOQRYHLKLOCDEIIAD00604415";2;3;2018;4;32;1054;1;1;1;1
"TQRMNOQRYHLOLQCDEIIAD00604424";1;1;2018;4;32;758;1;1;1;1
"TQRMNOQRYHLOLQCDEIIAD00604424";1;2;2018;4;32;758;1;1;1;1
"TQRMNOQSPHKKMSCDEIIAD00621101";1;1;2018;4;32;919;10;2;2;2
"TQRMNOQSPHKKMSCDEIIAD00621101";1;2;2018;4;32;919;10;2;2;2
"TQRMNOQSPHKKMSCDEIIAD00621101";1;3;2018;4;32;919;10;1;2;1
"TQRMNOQSPHKKMSCDEIIAD00621101";1;4;2018;4;32;919;10;1;2;1
"TQRMNOQSPHKKMSCDEIIAD00621101";1;5;2018;4;32;919;10;1;2;1
"TQRMNOQSPHKKMSCDEIIAD00621101";1;6;2018;4;32;919;10;1;2;1
"TQRMNOQSPHKKMSCDEIIAD00621101";1;7;2018;4;32;919;10;1;2;1
"TQRMNOQSPHKKMSCDEIIAD00621101";1;8;2018;4;32;919;10;1;2;1
"TQRMNOQSPHKKMSCDEIIAD00621101";1;10;2018;4;32;919;10;1;2;1
"TQRMNOQSPHKLNNCDEIIAD00621049";1;1;2018;4;32;1678;1;1;2;1
"TQRMNOQSPHMKNLCDEIIAD00598642";1;1;2018;4;32;867;1;2;1;1
"TQRMNOQSPHMKNLCDEIIAD00598642";1;2;2018;4;32;867;1;2;2;1
"TQRMNOQSQHLKLOCDEIIAD00604257";1;1;2018;4;32;1054;1;1;2;1
"TQRMNOQSQHLKLOCDEIIAD00604257";1;2;2018;4;32;1054;1;1;1;2
"TQRMNOQSQHLKLOCDEIIAD00604257";1;3;2018;4;32;1054;1;1;1;2
"TQRMNOQSRHLKLOCDEIIAD00604251";1;1;2018;4;32;1054;1;1;1;1
"TQRMNOQSRHMMOQCDEIIAD00598700";1;1;2018;4;32;1825;1;1;2;1
"TQRMNOQSRHMMOQCDEIIAD00598700";1;2;2018;4;32;1825;1;1;2;1
"TQRMNOQSRHMMOQCDEIIAD00598700";1;3;2018;4;32;1825;1;1;1;1
"TQRMNOQSRHMNNRCDEIIAD00626525";1;1;2018;4;32;2272;1;1;1;1
"TQRMNOQSRHMNNRCDEIIAD00626525";1;2;2018;4;32;2272;1;1;1;1
"TQRMNOQSRHMONMCDEIIAD00598585";1;1;2018;4;32;904;1;1;1;1
"TQRMNOQSRHMONMCDEIIAD00598585";1;2;2018;4;32;904;1;2;2;1
"TQRMNOQSSHKMNUCDEIIAD00621023";1;1;2018;4;32;1314;2;2;2;2
"TQRMNOQSSHKMNUCDEIIAD00621023";1;2;2018;4;32;1314;2;1;2;1
"TQRMNOQSSHKMNUCDEIIAD00621023";1;3;2018;4;32;1314;2;1;1;1
"TQRMNOQSSHKMNUCDEIIAD00621023";1;4;2018;4;32;1314;2;1;1;1
"TQRMNOQSSHKNLTCDEIIAD00621200";1;1;2018;4;32;1398;2;1;1;1
"TQRMNOQSSHKNLTCDEIIAD00621200";1;2;2018;4;32;1398;2;1;1;1
"TQRMNOQSSHKNLTCDEIIAD00621200";1;3;2018;4;32;1398;2;1;1;1
"TQRMNOQSSHLKLOCDEIIAD00604239";1;1;2018;4;32;1054;1;1;2;1
"TQRMNOQSSHLKLOCDEIIAD00604239";1;2;2018;4;32;1054;1;1;2;1
"TQRMNOQSSHMMOQCDEIIAD00604431";1;1;2018;4;32;1825;2;1;2;1
"TQRMNOQSSHMMOQCDEIIAD00604431";1;2;2018;4;32;1825;2;1;2;1
"TQRMNOQSSHMMOQCDEIIAD00604431";1;3;2018;4;32;1825;2;1;2;1
"TQRMNOQSSHMMOQCDEIIAD00604431";1;4;2018;4;32;1825;2;1;2;1
"TQRMNOQSSHMONMCDEIIAD00598735";1;1;2018;4;32;904;1;2;2;1
"TQRMNOQSSHMONMCDEIIAD00598735";1;2;2018;4;32;904;1;2;2;1
"TQRMNOQSTHKKMSCDEIIAD00621253";1;1;2018;4;32;919;2;2;2;1
"TQRMNOQSTHKKMSCDEIIAD00621253";1;2;2018;4;32;919;2;2;2;2
"TQRMNOQSTHMMOQCDEIIAD00598730";1;1;2018;4;32;1825;2;1;2;1
"TQRMNOQSTHMMOQCDEIIAD00598730";1;2;2018;4;32;1825;2;2;2;1
"TQRMNOQSTHMNNRCDEIIAD00598811";1;1;2018;4;32;2272;1;1;2;1
"TQRMNOQSUHKNLTCDEIIAD00626618";1;1;2018;4;32;1398;1;1;1;1
"TQRMNOQSUHMNMMCDEIIAD00598826";1;1;2018;4;32;679;1;1;1;1
"TQRMNOQSUHMNMMCDEIIAD00598826";1;2;2018;4;32;679;1;2;2;1
"TQRMNOQSUHMNNRCDEIIAD00598848";1;1;2018;4;32;2272;2;1;2;1
"TQRMNOQSUHMNNRCDEIIAD00598848";1;2;2018;4;32;2272;2;1;2;1
"TQRMNOQSUHMNNRCDEIIAD00598848";1;3;2018;4;32;2272;2;1;1;1
"TQRMNOQSVHKNLTCDEIIAD00621230";1;1;2018;4;32;1398;1;2;2;1
"TQRMNOQSVHMKLPCDEIIAD00598880";1;1;2018;4;32;1137;1;2;2;2
"TQRMNOQSVHMKLPCDEIIAD00598880";1;2;2018;4;32;1137;1;2;2;2
"TQRMNOQSWHKNOMCDEIIAD00620981";1;1;2018;4;32;2295;1;2;2;1
"TQRMNOQSWHMKLPCDEIIAD00626490";1;1;2018;4;32;1137;1;1;2;1
"TQRMNOQSWHMKLPCDEIIAD00626490";1;2;2018;4;32;1137;1;1;2;1
"TQRMNOQSWHMKLPCDEIIAD00626490";1;3;2018;4;32;1137;1;2;2;2
"TQRMNOQSYHKKMTCDEIIAD00626563";1;1;2018;4;32;1131;1;1;1;1
"TQRMNOQSYHKKMTCDEIIAD00626563";1;2;2018;4;32;1131;1;1;1;1
"TQRMNOQSYHKKMTCDEIIAD00626563";1;3;2018;4;32;1131;1;1;1;1
"TQRMNOQSYHKKMTCDEIIAD00626563";1;4;2018;4;32;1131;1;1;1;1
"TQRMNOQSYHMKLPCDEIIAD00598630";1;1;2018;4;32;1137;2;2;2;2
"TQRMNOQSYHMKLPCDEIIAD00598630";1;2;2018;4;32;1137;2;1;1;1
"TQRMNOQTQHLMNNCDEIIAD00604385";1;1;2018;4;32;2501;1;1;1;1
"TQRMNOQTRHLMNNCDEIIAD00604228";1;1;2018;4;32;2501;1;1;2;1
"TQRMNOQTRHLMNNCDEIIAD00604228";1;2;2018;4;32;2501;1;1;2;1
"TQRMNOQTRHMOLNCDEIIAD00598571";1;1;2018;4;32;1332;1;2;1;2
"TQRMNOQTRHMOLNCDEIIAD00598571";1;2;2018;4;32;1332;1;2;2;2
"TQRMNOQTVHKKMTCDEIIAD00621256";1;1;2018;4;32;1131;1;2;2;2
"TQRMNOQTVHKKMTCDEIIAD00621256";1;2;2018;4;32;1131;1;1;2;1
"TQRMNOQTVHLOMTCDEIIAD00604373";1;1;2018;4;32;686;1;1;1;1
"TQRMNOQTVHLOMTCDEIIAD00604373";1;2;2018;4;32;686;1;1;1;1
"TQRMNOQTVHLOMTCDEIIAD00604373";1;3;2018;4;32;686;1;1;1;1
"TQRMNOQTVHLOMTCDEIIAD00604373";1;4;2018;4;32;686;1;1;1;1
"TQRMNOQTVHLOMTCDEIIAD00604373";1;5;2018;4;32;686;1;1;1;2
"TQRMNOQTVHMKMNCDEIIAD00598749";1;1;2018;4;32;813;1;2;2;1
"TQRMNOQTWHJOKOCDEIIAD00626579";1;1;2018;4;32;496;1;1;1;1
"TQRMNOQTWHLKMOCDEIIAD00604451";1;1;2018;4;32;882;2;1;1;1
"TQRMNOQTWHLKMOCDEIIAD00604451";1;2;2018;4;32;882;2;1;1;1
"TQRMNOQTWHLKMOCDEIIAD00604451";1;3;2018;4;32;882;2;1;1;2
"TQRMNOQTWHLKMOCDEIIAD00604451";1;4;2018;4;32;882;2;1;1;1
"TQRMNOQTWHLKMOCDEIIAD00604451";1;5;2018;4;32;882;2;1;1;1
"TQRMNOQTWHMKMNCDEIIAD00598752";1;1;2018;4;32;813;1;1;2;1
"TQRMNOQTWHMKMNCDEIIAD00598752";1;2;2018;4;32;813;1;1;2;1
"TQRMNOQTWHMOKNCDEIIAD00626654";1;1;2018;4;32;1042;1;2;2;2
"TQRMNOQTWHMOKNCDEIIAD00626654";1;2;2018;4;32;1042;1;2;2;2
"TQRMNOQTXHMKMNCDEIIAD00598828";1;1;2018;4;32;813;1;1;1;1
"TQRMNOQTXHMKMNCDEIIAD00598828";1;2;2018;4;32;813;1;1;1;1
"TQRMNOQTXHMOKNCDEIIAD00598770";1;1;2018;4;32;1042;1;1;2;1
"TQRMNOQTXHMOKNCDEIIAD00598770";1;2;2018;4;32;1042;1;1;2;1
"TQRMNOQTYHLKMOCDEIIAD00604524";1;1;2018;4;32;882;1;1;1;1
"TQRMNOQTYHLKMOCDEIIAD00604524";1;2;2018;4;32;882;1;1;1;1
