,codigo_vivienda,nro_hogar,tiene_computadora,acceso_internet,uso_internet,uso_computadora,uso_movil
1068,TQRMNOSYPHMLKMCDEIHJF00598471,1,1,1,1,2,1
1069,TQRMNOSYWHJNKOCDEIHJF00626426,1,1,1,1,1,1
1070,TQRMNOSYWHJNKOCDEIHJF00626426,1,1,1,1,1,1
1071,TQRMNOSYWHJNKOCDEIHJF00626426,1,1,1,1,1,1
1072,TQRMNOSYWHJNKOCDEIHJF00626426,1,1,1,1,1,1
1073,TQRMNOSYWHJNKOCDEIHJF00626426,1,1,1,1,1,1
1074,TQRMNOSYYHJNKOCDEIHJF00626391,1,1,1,1,1,1
1075,TQRMNOSYYHJNKOCDEIHJF00626391,1,1,1,1,1,1
1076,TQRMNOTPSHLMKQCDEIHJF00604147,1,2,2,2,2,1
1077,TQRMNOTPTHLMKQCDEIHJF00604139,1,1,1,1,2,1
1078,TQRMNOTPTHLMKQCDEIHJF00604139,1,1,1,1,1,1
1079,TQRMNOTRVHMOKQCDEIHJF00598532,1,2,1,1,1,1
1080,TQRMNOTRVHMOKQCDEIHJF00598532,1,2,1,1,1,1
1081,TQRMNOTRVHMOKQCDEIHJF00598532,1,2,1,1,1,1
1082,TQRMNOTRXHJKKQCDEIHJF00626479,1,1,1,1,1,1
1083,TQRMNOTRXHMOKQCDEIHJF00598533,1,2,1,1,2,1
1084,TQRMNOTRXHMOKQCDEIHJF00598533,1,2,1,1,2,1
1085,TQRMNOTRXHMOKQCDEIHJF00598533,1,2,1,1,2,1
1086,TQRMNOTRXHMOKQCDEIHJF00598533,1,2,1,1,2,1
1087,TQRMNOTRXHMOKQCDEIHJF00598533,1,2,1,1,2,1
1088,TQRMNOTRYHMOKQCDEIHJF00598516,1,1,1,1,1,1
1089,TQRMNOTRYHMOKQCDEIHJF00598516,1,1,1,2,2,1
1090,TQRMNOTRYHMOKQCDEIHJF00598516,1,1,1,1,1,1
1091,TQRMNOTRYHMOKQCDEIHJF00598516,1,1,1,2,2,2
1092,TQRMNOTSPHMOKQCDEIHJF00598449,1,1,1,1,1,1
1093,TQRMNOTSPHMOKQCDEIHJF00598449,1,1,1,1,1,1
1094,TQRMNOTSPHMOKQCDEIHJF00598449,1,1,1,1,1,1
1095,TQRMNOTSXHMOKUCDEIHJF00598521,1,1,1,1,1,1
1096,TQRMNOTSXHMOKUCDEIHJF00598521,1,1,1,1,2,1
1097,TQRMNOTSXHMOKUCDEIHJF00598521,1,1,1,1,1,1
1098,TQRMNOTXQHMOKUCDEIHJF00598522,1,1,1,2,2,1
1099,TQRMNOTXQHMOKUCDEIHJF00598522,1,1,1,2,2,1
1100,TQRMNOTXQHMOKUCDEIHJF00598522,1,1,1,1,1,2
1101,TQRMNOTXQHMOKUCDEIHJF00598522,1,1,1,1,2,2
1102,TQRMNOTXRHMOKUCDEIHJF00598443,1,1,1,1,2,1
1103,TQRMNOTXRHMOKUCDEIHJF00598443,1,1,1,1,1,1
1104,TQRMNOTXRHMOKUCDEIHJF00598443,1,1,1,1,2,1
1105,TQRMNOTXRHMOKUCDEIHJF00598443,1,1,1,1,2,2
1106,TQRMNOUTYHJMKRCDEIHJF00626433,1,2,1,1,2,1
1107,TQRMNOUTYHJMKRCDEIHJF00626433,1,2,1,1,2,1
1108,TQRMNOUUPHJMKRCDEIHJF00626434,1,2,1,1,2,1
1109,TQRMNOUUQHJMKRCDEIHJF00626466,1,2,1,1,2,1
1110,TQRMNOUUQHJMKRCDEIHJF00626466,1,2,1,1,2,1
1111,TQRMNOUUQHJMKRCDEIHJF00626466,1,2,1,1,2,1
1112,TQRMNOUURHJMKRCDEIHJF00626402,1,2,1,1,2,1
1113,TQSMNOPQXHJOKPCDEIHJF00626413,1,1,2,1,1,1
1114,TQSMNOPQXHJOKPCDEIHJF00626413,1,1,2,1,1,1
1115,TQSMNOPVVHJOKMCDEIHJF00626481,1,1,1,1,1,1
1116,TQSMNOPVVHJOKMCDEIHJF00626481,1,1,1,1,1,1
1117,TQSMNOPVVHJOKMCDEIHJF00626481,1,1,1,1,1,1
1118,TQSMNOPVVHJOKMCDEIHJF00626481,1,1,1,1,1,1
1119,TQSMNOPVVHJOKMCDEIHJF00626481,1,1,1,1,1,1
1120,TQSMNOQSTHLMKOCDEIHJF00604192,1,1,1,1,2,1
1121,TQSMNOQSTHLMKOCDEIHJF00604192,1,1,1,1,2,1
1122,TQSMNOQSTHLMKOCDEIHJF00604192,1,1,1,1,2,2
1123,TQSMNOQSTHLMKOCDEIHJF00604192,1,1,1,2,2,2
1124,TQSMNORRQHKNKPCDEIHJF00626448,1,1,1,1,1,1
1125,TQSMNORRQHKNKPCDEIHJF00626448,1,1,1,1,1,1
1126,TQSMNORRQHKNKPCDEIHJF00626448,1,1,1,1,1,1
1127,TQSMNORRQHKNKPCDEIHJF00626448,1,1,1,1,1,1
1128,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1129,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1130,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1131,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1132,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1133,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1134,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1135,TQSMNORTUHMOKRCDEIHJF00598453,1,1,1,1,1,1
1136,TQSMNORUSHJOKMCDEIHJF00626474,1,1,1,1,1,1
1137,TQSMNOSXUHJNKOCDEIHJF00626462,1,1,1,1,1,1
1138,TQSMNOTRWHMOKQCDEIHJF00604174,1,1,1,1,1,1
1139,TQTMNOQSTHLMKOCDEIHJF00604103,1,1,1,1,1,1
1140,TQTMNOQSTHLMKOCDEIHJF00604103,1,1,1,1,1,1
1141,TQTMNOTRWHMOKQCDEIHJF00604164,1,1,1,1,1,1
1142,TQTMNOTRWHMOKQCDEIHJF00604164,1,1,1,1,1,1
1143,TQUMNOTRWHMOKQCDEIHJF00598497,2,1,1,1,1,1
